part_id,sheet,body_name,body_label,assembly,good_face_normal,x_mm,y_mm,rotation_deg,width_mm,height_mm,dxf_file
P252,44,Cabinet8LowerDrawerBackInnerBody,Drawer back — inner005,Cabinet 8 lower drawer,-Y,605.0,0.0,90,100.0,439.4,profiles/Cabinet8LowerDrawerBackInnerBody.dxf
P225,44,Cabinet7LowerDrawerBackInnerBody,Drawer back — inner004,Cabinet 7 lower drawer,-Y,395.0,0.0,90,100.0,439.4,profiles/Cabinet7LowerDrawerBackInnerBody.dxf
P253,44,Cabinet8LowerDrawerBackOuterBody,Drawer back — outer005,Cabinet 8 lower drawer,+Y,710.0,0.0,90,100.0,439.4,profiles/Cabinet8LowerDrawerBackOuterBody.dxf
P226,44,Cabinet7LowerDrawerBackOuterBody,Drawer back — outer004,Cabinet 7 lower drawer,+Y,500.0,0.0,90,100.0,439.4,profiles/Cabinet7LowerDrawerBackOuterBody.dxf
P314,44,Cabinet8UpperDrawerCabinetHighSupportLayer4Body,Cabinet 8 upper drawer cabinet highsupport strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",-X,0.0,517.0,0,457.6,25.4,profiles/Cabinet8UpperDrawerCabinetHighSupportLayer4Body.dxf
P316,44,Cabinet8UpperDrawerCabinetHighAntiTipLayer4Body,Cabinet 8 upper drawer cabinet highantitip strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",-X,364.6,462.6,0,457.6,25.4,profiles/Cabinet8UpperDrawerCabinetHighAntiTipLayer4Body.dxf
P315,44,Cabinet8UpperDrawerCabinetHighAntiTipLayer3Body,Cabinet 8 upper drawer cabinet highantitip strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",+X,364.6,0.0,90,25.4,457.6,profiles/Cabinet8UpperDrawerCabinetHighAntiTipLayer3Body.dxf
P078,45,Cabinet7RightSideInnerBody,RightSide — inner002,"Cabinet 7 — left bedside table, front away from wall",-X,364.6,0.0,90,359.6,512.0,profiles/Cabinet7RightSideInnerBody.dxf
P077,45,Cabinet7RightSideOuterBody,RightSide — outer002,"Cabinet 7 — left bedside table, front away from wall",+X,0.0,0.0,90,359.6,512.0,profiles/Cabinet7RightSideOuterBody.dxf
P243,45,Cabinet7LowerDrawerCabinetHighChannelBackLayer2Body,Cabinet 7 lower drawer cabinet high channel back — layer 2,"Cabinet 7 — left bedside table, front away from wall",-X,729.2,84.2,0,457.6,79.2,profiles/Cabinet7LowerDrawerCabinetHighChannelBackLayer2Body.dxf
P295,45,Cabinet7UpperDrawerCabinetHighChannelBackLayer2Body,Cabinet 7 upper drawer cabinet high channel back — layer 2,"Cabinet 7 — left bedside table, front away from wall",-X,729.2,252.60000000000002,0,457.6,79.2,profiles/Cabinet7UpperDrawerCabinetHighChannelBackLayer2Body.dxf
P294,45,Cabinet7UpperDrawerCabinetHighChannelBackLayer1Body,Cabinet 7 upper drawer cabinet high channel back — layer 1,"Cabinet 7 — left bedside table, front away from wall",+X,729.2,168.4,0,457.6,79.2,profiles/Cabinet7UpperDrawerCabinetHighChannelBackLayer1Body.dxf
P242,45,Cabinet7LowerDrawerCabinetHighChannelBackLayer1Body,Cabinet 7 lower drawer cabinet high channel back — layer 1,"Cabinet 7 — left bedside table, front away from wall",+X,729.2,0.0,0,457.6,79.2,profiles/Cabinet7LowerDrawerCabinetHighChannelBackLayer1Body.dxf
P317,45,Cabinet8UpperDrawerCabinetLowChannelBackLayer1Body,Cabinet 8 upper drawer cabinet low channel back — layer 1,"Cabinet 8 — right bedside table, front away from wall",-X,462.6,519.1999999999999,0,457.6,79.2,profiles/Cabinet8UpperDrawerCabinetLowChannelBackLayer1Body.dxf
P267,45,Cabinet8LowerDrawerCabinetLowChannelBackLayer1Body,Cabinet 8 lower drawer cabinet low channel back — layer 1,"Cabinet 8 — right bedside table, front away from wall",-X,0.0,579.9999999999999,0,457.6,79.2,profiles/Cabinet8LowerDrawerCabinetLowChannelBackLayer1Body.dxf
P318,45,Cabinet8UpperDrawerCabinetLowChannelBackLayer2Body,Cabinet 8 upper drawer cabinet low channel back — layer 2,"Cabinet 8 — right bedside table, front away from wall",+X,462.6,603.4,0,457.6,79.2,profiles/Cabinet8UpperDrawerCabinetLowChannelBackLayer2Body.dxf
P268,45,Cabinet8LowerDrawerCabinetLowChannelBackLayer2Body,Cabinet 8 lower drawer cabinet low channel back — layer 2,"Cabinet 8 — right bedside table, front away from wall",+X,0.0,664.1999999999999,0,457.6,79.2,profiles/Cabinet8LowerDrawerCabinetLowChannelBackLayer2Body.dxf
P239,45,Cabinet7LowerDrawerCabinetHighAntiTipLayer4Body,Cabinet 7 lower drawer cabinet highantitip strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",-X,729.2,427.99999999999994,0,457.6,25.4,profiles/Cabinet7LowerDrawerCabinetHighAntiTipLayer4Body.dxf
P289,45,Cabinet7UpperDrawerCabinetHighSupportLayer4Body,Cabinet 7 upper drawer cabinet highsupport strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",-X,729.2,488.7999999999999,0,457.6,25.4,profiles/Cabinet7UpperDrawerCabinetHighSupportLayer4Body.dxf
P288,45,Cabinet7UpperDrawerCabinetHighSupportLayer3Body,Cabinet 7 upper drawer cabinet highsupport strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",+X,729.2,458.3999999999999,0,457.6,25.4,profiles/Cabinet7UpperDrawerCabinetHighSupportLayer3Body.dxf
P238,45,Cabinet7LowerDrawerCabinetHighAntiTipLayer3Body,Cabinet 7 lower drawer cabinet highantitip strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",+X,729.2,397.59999999999997,0,457.6,25.4,profiles/Cabinet7LowerDrawerCabinetHighAntiTipLayer3Body.dxf
P237,45,Cabinet7LowerDrawerCabinetHighSupportLayer4Body,Cabinet 7 lower drawer cabinet highsupport strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",-X,729.2,367.2,0,457.6,25.4,profiles/Cabinet7LowerDrawerCabinetHighSupportLayer4Body.dxf
P236,45,Cabinet7LowerDrawerCabinetHighSupportLayer3Body,Cabinet 7 lower drawer cabinet highsupport strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",+X,729.2,336.8,0,457.6,25.4,profiles/Cabinet7LowerDrawerCabinetHighSupportLayer3Body.dxf
P291,45,Cabinet7UpperDrawerCabinetHighAntiTipLayer4Body,Cabinet 7 upper drawer cabinet highantitip strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",-X,0.0,549.5999999999999,0,457.6,25.4,profiles/Cabinet7UpperDrawerCabinetHighAntiTipLayer4Body.dxf
P290,45,Cabinet7UpperDrawerCabinetHighAntiTipLayer3Body,Cabinet 7 upper drawer cabinet highantitip strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",+X,0.0,519.1999999999999,0,457.6,25.4,profiles/Cabinet7UpperDrawerCabinetHighAntiTipLayer3Body.dxf
P262,45,Cabinet8LowerDrawerCabinetLowAntiTipLayer4Body,Cabinet 8 lower drawer cabinet lowantitip strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",+X,462.6,748.4,0,457.6,25.4,profiles/Cabinet8LowerDrawerCabinetLowAntiTipLayer4Body.dxf
P260,45,Cabinet8LowerDrawerCabinetLowSupportLayer4Body,Cabinet 8 lower drawer cabinet lowsupport strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",+X,462.6,687.6,0,457.6,25.4,profiles/Cabinet8LowerDrawerCabinetLowSupportLayer4Body.dxf
P259,45,Cabinet8LowerDrawerCabinetLowSupportLayer3Body,Cabinet 8 lower drawer cabinet lowsupport strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",-X,0.0,748.4,0,457.6,25.4,profiles/Cabinet8LowerDrawerCabinetLowSupportLayer3Body.dxf
P261,45,Cabinet8LowerDrawerCabinetLowAntiTipLayer3Body,Cabinet 8 lower drawer cabinet lowantitip strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",-X,462.6,718.0,0,457.6,25.4,profiles/Cabinet8LowerDrawerCabinetLowAntiTipLayer3Body.dxf
P089,46,Cabinet8RightSideOuterBody,RightSide — outer003,"Cabinet 8 — right bedside table, front away from wall",+X,729.2,121.6,90,359.6,512.0,profiles/Cabinet8RightSideOuterBody.dxf
P088,46,Cabinet8LeftSideInnerBody,LeftSide — inner003,"Cabinet 8 — right bedside table, front away from wall",+X,364.6,0.0,90,359.6,512.0,profiles/Cabinet8LeftSideInnerBody.dxf
P087,46,Cabinet8LeftSideOuterBody,LeftSide — outer003,"Cabinet 8 — right bedside table, front away from wall",-X,0.0,0.0,90,359.6,512.0,profiles/Cabinet8LeftSideOuterBody.dxf
P320,46,Cabinet8UpperDrawerCabinetHighChannelBackLayer2Body,Cabinet 8 upper drawer cabinet high channel back — layer 2,"Cabinet 8 — right bedside table, front away from wall",-X,462.6,638.6,0,457.6,79.2,profiles/Cabinet8UpperDrawerCabinetHighChannelBackLayer2Body.dxf
P270,46,Cabinet8LowerDrawerCabinetHighChannelBackLayer2Body,Cabinet 8 lower drawer cabinet high channel back — layer 2,"Cabinet 8 — right bedside table, front away from wall",-X,0.0,638.6,0,457.6,79.2,profiles/Cabinet8LowerDrawerCabinetHighChannelBackLayer2Body.dxf
P269,46,Cabinet8LowerDrawerCabinetHighChannelBackLayer1Body,Cabinet 8 lower drawer cabinet high channel back — layer 1,"Cabinet 8 — right bedside table, front away from wall",+X,1093.8000000000002,121.6,90,79.2,457.6,profiles/Cabinet8LowerDrawerCabinetHighChannelBackLayer1Body.dxf
P319,46,Cabinet8UpperDrawerCabinetHighChannelBackLayer1Body,Cabinet 8 upper drawer cabinet high channel back — layer 1,"Cabinet 8 — right bedside table, front away from wall",+X,0.0,517.0,0,457.6,79.2,profiles/Cabinet8UpperDrawerCabinetHighChannelBackLayer1Body.dxf
P310,46,Cabinet8UpperDrawerCabinetLowSupportLayer4Body,Cabinet 8 upper drawer cabinet lowsupport strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",+X,729.2,30.4,0,457.6,25.4,profiles/Cabinet8UpperDrawerCabinetLowSupportLayer4Body.dxf
P309,46,Cabinet8UpperDrawerCabinetLowSupportLayer3Body,Cabinet 8 upper drawer cabinet lowsupport strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",-X,729.2,0.0,0,457.6,25.4,profiles/Cabinet8UpperDrawerCabinetLowSupportLayer3Body.dxf
P313,46,Cabinet8UpperDrawerCabinetHighSupportLayer3Body,Cabinet 8 upper drawer cabinet highsupport strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",+X,462.6,753.2,0,457.6,25.4,profiles/Cabinet8UpperDrawerCabinetHighSupportLayer3Body.dxf
P266,46,Cabinet8LowerDrawerCabinetHighAntiTipLayer4Body,Cabinet 8 lower drawer cabinet highantitip strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",-X,462.6,722.8000000000001,0,457.6,25.4,profiles/Cabinet8LowerDrawerCabinetHighAntiTipLayer4Body.dxf
P265,46,Cabinet8LowerDrawerCabinetHighAntiTipLayer3Body,Cabinet 8 lower drawer cabinet highantitip strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",+X,0.0,753.2,0,457.6,25.4,profiles/Cabinet8LowerDrawerCabinetHighAntiTipLayer3Body.dxf
P264,46,Cabinet8LowerDrawerCabinetHighSupportLayer4Body,Cabinet 8 lower drawer cabinet highsupport strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",-X,0.0,722.8000000000001,0,457.6,25.4,profiles/Cabinet8LowerDrawerCabinetHighSupportLayer4Body.dxf
P263,46,Cabinet8LowerDrawerCabinetHighSupportLayer3Body,Cabinet 8 lower drawer cabinet highsupport strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",+X,0.0,601.2,0,457.6,25.4,profiles/Cabinet8LowerDrawerCabinetHighSupportLayer3Body.dxf
P312,46,Cabinet8UpperDrawerCabinetLowAntiTipLayer4Body,Cabinet 8 upper drawer cabinet lowantitip strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",+X,729.2,91.19999999999999,0,457.6,25.4,profiles/Cabinet8UpperDrawerCabinetLowAntiTipLayer4Body.dxf
P311,46,Cabinet8UpperDrawerCabinetLowAntiTipLayer3Body,Cabinet 8 upper drawer cabinet lowantitip strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",-X,729.2,60.8,0,457.6,25.4,profiles/Cabinet8UpperDrawerCabinetLowAntiTipLayer3Body.dxf
P043,47,Cabinet4BackOuterBody,Back — outer003,Cabinet 4 — front right,-X,0.0,0.0,90,359.6,766.0,profiles/Cabinet4BackOuterBody.dxf
P044,47,Cabinet4BackInnerBody,Back — inner003,Cabinet 4 — front right,+X,364.6,0.0,90,359.6,766.0,profiles/Cabinet4BackInnerBody.dxf
P101,47,Cabinet1DrawerFaceFrameOuterBody,Cabinet 1 drawer face frame — outer,Cabinet 1 — front left,-X,729.2,0.0,90,359.6,766.0,profiles/Cabinet1DrawerFaceFrameOuterBody.dxf
P105,47,Cabinet1DrawerFaceOuterBody,Drawer face — outer,Cabinet 1 drawer,-X,754.4000000000001,25.199999999997885,90,309.2,715.6,profiles/Cabinet1DrawerFaceOuterBody.dxf
P130,48,Cabinet2DrawerFaceFrameOuterBody,Cabinet 2 drawer face frame — outer,Cabinet 2 — front right,+X,364.6,0.0,90,359.6,766.0,profiles/Cabinet2DrawerFaceFrameOuterBody.dxf
P134,48,Cabinet2DrawerFaceOuterBody,Drawer face — outer001,Cabinet 2 drawer,+X,389.8,25.2,90,309.2,715.6,profiles/Cabinet2DrawerFaceOuterBody.dxf
P102,48,Cabinet1DrawerFaceFrameInnerBody,Cabinet 1 drawer face frame — inner,Cabinet 1 — front left,+X,0.0,0.0,90,359.6,766.0,profiles/Cabinet1DrawerFaceFrameInnerBody.dxf
P106,48,Cabinet1DrawerFaceInnerBody,Drawer face — inner,Cabinet 1 drawer,+X,25.200000000000045,25.2,90,309.2,715.6,profiles/Cabinet1DrawerFaceInnerBody.dxf
P131,48,Cabinet2DrawerFaceFrameInnerBody,Cabinet 2 drawer face frame — inner,Cabinet 2 — front right,-X,729.2,0.0,90,359.6,766.0,profiles/Cabinet2DrawerFaceFrameInnerBody.dxf
P135,48,Cabinet2DrawerFaceInnerBody,Drawer face — inner001,Cabinet 2 drawer,-X,754.4000000000001,25.199999999999704,90,309.2,715.6,profiles/Cabinet2DrawerFaceInnerBody.dxf
P025,49,Cabinet3TopOuterBody,Top — outer002,Cabinet 3 — front left,+Z,0.0,0.0,0,969.2,766.0,profiles/Cabinet3TopOuterBody.dxf
P045,49,Cabinet4FrontBottomStripOuterBody,FrontBottomStrip — outer003,Cabinet 4 — front right,-Z,974.2,0.0,0,154.4,766.0,profiles/Cabinet4FrontBottomStripOuterBody.dxf
P026,50,Cabinet3TopInnerBody,Top — inner002,Cabinet 3 — front left,-Z,0.0,0.0,0,969.2,766.0,profiles/Cabinet3TopInnerBody.dxf
P046,50,Cabinet4FrontBottomStripInnerBody,FrontBottomStrip — inner003,Cabinet 4 — front right,+Z,974.2,0.0,0,154.4,766.0,profiles/Cabinet4FrontBottomStripInnerBody.dxf
P055,51,Cabinet5BackOuterBody,Back — outer004,Cabinet 5 — front against wall,-Y,0.0,0.0,0,969.2,359.6,profiles/Cabinet5BackOuterBody.dxf
P056,51,Cabinet5BackInnerBody,Back — inner004,Cabinet 5 — front against wall,+Y,0.0,364.6,0,969.2,359.6,profiles/Cabinet5BackInnerBody.dxf
P171,52,Cabinet3DrawerBottomBody,Drawer bottom — single ply002,Cabinet 3 drawer,+Z,0.0,0.0,0,947.8,693.4,profiles/Cabinet3DrawerBottomBody.dxf
